Page,Review_ID,Author_Name,Rating_Stars,Review_Title,Review_Text,City,Posted_Date,Helpful_Count,Certified_Buyer,Converted_Date,Sentiment,Misspelled_Title_Words,Misspelled_Text_Words,Cleaned_Review_Title,Cleaned_Review_Text,Tokenized_Review_Title,Tokenized_Review_Text,review_length,length_category,dominant_topic,aspects,complaints,has_complaint
75,P75_REV_013,Mir Hamza,4.0,Wonderful,Camera best,Bengaluru,27 days ago,0,Yes,2025-10-30 04:25:15.126176,2,[],[],wonderful,camera best,['wonderful'],"['camera', 'best']",11,short,9,['camera'],['camera'],True
75,P75_REV_007,Ajay Jaiswal,5.0,Classy product,Good timing and perfect,Prayagraj,26 days ago,0,Yes,2025-10-31 04:25:15.126179,2,[],[],classy product,good timing perfect,"['classy', 'product']","['good', 'timing', 'perfect']",23,short,0,[],[],False
75,P75_REV_010,indrajeet Halder,4.0,Value-for-money,It's wonderful phone build quality is premium and overall excellent phone but battery performance is avarage,Delhi Division,27 days ago,0,Yes,2025-10-30 04:25:15.126182,2,[],['avarage'],value money,wonderful phone build quality premium overall excellent phone battery performance average,"['value', 'money']","['wonderful', 'phone', 'build', 'quality', 'premium', 'overall', 'excellent', 'phone', 'battery', 'performance', 'average']",108,medium,7,"['battery', 'performance']","['battery', 'performance', 'software', 'design', 'quality']",True
75,P75_REV_011,Flipkart Customer,1.0,Absolute rubbish!,My battery is draining super fast,Faridabad,27 days ago,0,Yes,2025-10-30 04:25:15.126185,0,[],[],absolute rubbish,battery draining super fast,"['absolute', 'rubbish']","['battery', 'draining', 'super', 'fast']",33,short,1,"['battery', 'performance']",['battery'],True
75,P75_REV_008,Shubham Bhande,5.0,Terrific,Best mobile,Madgaon,27 days ago,0,Yes,2025-10-30 04:25:15.126196,2,[],[],terrific,best mobile,['terrific'],"['best', 'mobile']",11,short,2,[],[],False
75,P75_REV_014,Krrish  Chheda,5.0,Terrific purchase,Overall great phone but poor battery,Surat,27 days ago,0,Yes,2025-10-30 04:25:15.126198,2,[],[],terrific purchase,overall great phone poor battery,"['terrific', 'purchase']","['overall', 'great', 'phone', 'poor', 'battery']",36,short,2,['battery'],['battery'],True
75,P75_REV_015,Rajesh Singh,5.0,Worth every penny,Number 1 brand samsung,Amritsar,27 days ago,0,Yes,2025-10-30 04:25:15.126202,2,[],[],worth every penny,number brand samsung,"['worth', 'every', 'penny']","['number', 'brand', 'samsung']",22,short,1,[],[],False
75,P75_REV_012,devendra kumar,5.0,Brilliant,Nice,Mathura,27 days ago,0,Yes,2025-10-30 04:25:15.126205,2,[],[],brilliant,nice,['brilliant'],['nice'],4,short,0,[],[],False
75,P75_REV_009,Flipkart Customer,3.0,Good,The battery drains like water... Just in 1 mint. 9% battery runs,New Delhi,27 days ago,0,Yes,2025-10-30 04:25:15.126208,1,[],[],good,battery drain like water mint battery run,['good'],"['battery', 'drain', 'like', 'water', 'mint', 'battery', 'run']",64,medium,3,['battery'],['battery'],True
76,P76_REV_009,Vishal Gajwani,5.0,Must buy!,Best phone,Itarsi,27 days ago,0,Yes,2025-10-30 04:25:15.126211,2,[],[],must buy,best phone,"['must', 'buy']","['best', 'phone']",10,short,6,[],[],False
76,P76_REV_015,Flipkart Customer,3.0,Just okay,Good,Dharwad,27 days ago,0,Yes,2025-10-30 04:25:15.126214,1,[],[],okay,good,['okay'],['good'],4,short,0,[],[],False
76,P76_REV_014,Shri Radhe,5.0,Super!,"Perfect device, I'd recommend you to just go for it. The quality is very appealing 💯👍🏻",Bharatpur,27 days ago,0,Yes,2025-10-30 04:25:15.126217,2,[],[],super,perfect device would recommend quality appealing,['super'],"['perfect', 'device', 'would', 'recommend', 'quality', 'appealing']",86,medium,8,[],['quality'],True
76,P76_REV_013,Shivam  Pal,5.0,Fabulous!,Excellent phone in this segment,Sonbhadra,27 days ago,0,Yes,2025-10-30 04:25:15.126220,2,[],[],fabulous,excellent phone segment,['fabulous'],"['excellent', 'phone', 'segment']",31,short,6,[],[],False
76,P76_REV_012,Abinash Pradhan,4.0,Good quality product,Writing this review after a month of usage.First of all its a great value for money android phone. Brought it in bbd sale with a pre sale pass. Here are the cons first then pros.Cons.1. Network inconsistency in 5g... I experienced   buffering and lag in internet first. But after update and Network reset from operator it has decreased but its still there and happens every 10 to 20 mins2. Battery backup was horrible in the first few days but after AI usage pattern learning it has optimise...,Udala,27 days ago,0,Yes,2025-10-30 04:25:15.126222,2,[],"['buffering', 'optimise...']",good quality product,writing review month usage first great value money android phone brought bbd sale pre sale pas con first pro con network inconsistency experienced suffering lag internet first update network reset operator ha decreased still happens every battery backup wa horrible first day usage pattern learning ha optimism,"['good', 'quality', 'product']","['writing', 'review', 'month', 'usage', 'first', 'great', 'value', 'money', 'android', 'phone', 'brought', 'bbd', 'sale', 'pre', 'sale', 'pas', 'con', 'first', 'pro', 'con', 'network', 'inconsistency', 'experienced', 'suffering', 'lag', 'internet', 'first', 'update', 'network', 'reset', 'operator', 'ha', 'decreased', 'still', 'happens', 'every', 'battery', 'backup', 'wa', 'horrible', 'first', 'day', 'usage', 'pattern', 'learning', 'ha', 'optimism']",494,long,1,"['battery', 'performance']","['battery', 'performance', 'price', 'software']",True
76,P76_REV_016,ABHISHEK C,5.0,Awesome,Good one.....,Nelamangala,27 days ago,0,Yes,2025-10-30 04:25:15.126225,2,[],[],awesome,good one,['awesome'],"['good', 'one']",13,short,9,[],[],False
76,P76_REV_011,Shubhrayan Roy,4.0,Pretty good,"My experience after 1 month of useBattery is the only thing that is keeping this phone away from becoming a perfect phone. Otherwise it is a beast.🔥🔥For moderate use, it will give 6-6.5 hours sotFor heavy users/ gamers, it will give around 5 hours sot.And another thing, the low light photography is not up the mark comparing it's rivals like pixel 9.Overall it is a compact beast; just you have to keep the battery in mind 😄I AM LOVING IT 🤩",Kolkata,27 days ago,0,Yes,2025-10-30 04:25:15.126229,2,[],['sotfor'],pretty good,experience month usebattery thing keeping phone away becoming perfect phone otherwise beast moderate use give hour motor heavy user gamers give around hour sot another thing low light photography not mark comparing rival like pixel overall compact beast keep battery mind loving,"['pretty', 'good']","['experience', 'month', 'usebattery', 'thing', 'keeping', 'phone', 'away', 'becoming', 'perfect', 'phone', 'otherwise', 'beast', 'moderate', 'use', 'give', 'hour', 'motor', 'heavy', 'user', 'gamers', 'give', 'around', 'hour', 'sot', 'another', 'thing', 'low', 'light', 'photography', 'not', 'mark', 'comparing', 'rival', 'like', 'pixel', 'overall', 'compact', 'beast', 'keep', 'battery', 'mind', 'loving']",441,long,0,"['camera', 'battery', 'heating']","['heating', 'camera', 'battery', 'design']",True
76,P76_REV_010,Jijo Paul,5.0,Worth every penny,Good,Kottayam District,27 days ago,0,Yes,2025-10-30 04:25:15.126231,2,[],[],worth every penny,good,"['worth', 'every', 'penny']",['good'],4,short,0,[],[],False
76,P76_REV_007,Himanshu Chaturvedi,1.0,Very poor,Very bad experience. Received copy cable in the box. It is very thin and rigid.,Bhopal,27 days ago,0,Yes,2025-10-30 04:25:15.126234,0,[],[],poor,bad experience received copy cable box thin rigid,['poor'],"['bad', 'experience', 'received', 'copy', 'cable', 'box', 'thin', 'rigid']",79,medium,4,[],['delivery'],True
76,P76_REV_008,Himanshu Tripathi,5.0,Super!,Excellent steal deal it is at 38k Best Camera at this price segment and awesome astor photography capacit,Bhopal,27 days ago,0,Yes,2025-10-30 04:25:15.126237,2,[],"['astor', 'capacit']",super,excellent steal deal best camera price segment awesome actor photography capacity,['super'],"['excellent', 'steal', 'deal', 'best', 'camera', 'price', 'segment', 'awesome', 'actor', 'photography', 'capacity']",105,medium,6,"['camera', 'heating']","['heating', 'camera', 'price']",True
77,P77_REV_016,Niranjan Banakar,4.0,Value-for-money,Good,Jsw Steel Plant Township,28 days ago,0,Yes,2025-10-29 04:25:15.126240,2,[],[],value money,good,"['value', 'money']",['good'],4,short,0,[],[],False
77,P77_REV_011,Flipkart Customer,3.0,Decent product,Below 40k ok,Jangareddigudem,27 days ago,0,Yes,2025-10-30 04:25:15.126243,1,[],[],decent product,,"['decent', 'product']",[],12,short,0,[],[],False
77,P77_REV_010,Deepak Uchit,3.0,Fair,I recently purchased a this device from Flipkart I got with open box delivery all things are ok but there is a issue with the speaker mobile phone device.. both the speaker are not working properly and making distorted sound from it.. what to do?,Sillod,27 days ago,0,Yes,2025-10-30 04:25:15.126247,1,[],[],fair,recently purchased device flipkart got open box delivery thing issue speaker mobile phone device speaker not working properly making distorted sound,['fair'],"['recently', 'purchased', 'device', 'flipkart', 'got', 'open', 'box', 'delivery', 'thing', 'issue', 'speaker', 'mobile', 'phone', 'device', 'speaker', 'not', 'working', 'properly', 'making', 'distorted', 'sound']",246,long,4,[],"['speaker', 'delivery']",True
77,P77_REV_009,JAY JOSHI,4.0,Very Good,"SAMSUNG at it's best overall built quality, performance, cam are exisilent battery 🪫 had some work to do, thank you flipkart for delivering on so so at the time",Anand District,27 days ago,0,Yes,2025-10-30 04:25:15.126249,2,[],['exisilent'],good,samsung best overall built quality performance cam existent battery work thank flipkart delivering time,['good'],"['samsung', 'best', 'overall', 'built', 'quality', 'performance', 'cam', 'existent', 'battery', 'work', 'thank', 'flipkart', 'delivering', 'time']",160,medium,3,"['battery', 'performance']","['battery', 'performance', 'software', 'quality']",True
77,P77_REV_012,Subbaiah  Moodera,5.0,Mind-blowing purchase,Absolutely great phone,Bengaluru,27 days ago,0,Yes,2025-10-30 04:25:15.126252,2,[],[],mind blowing purchase,absolutely great phone,"['mind', 'blowing', 'purchase']","['absolutely', 'great', 'phone']",22,short,3,[],[],False
77,P77_REV_008,Aatir  Iqbal,5.0,Perfect product!,Really loved it absolutely worth it at this price,New Delhi,27 days ago,0,Yes,2025-10-30 04:25:15.126255,2,[],[],perfect product,really loved absolutely worth price,"['perfect', 'product']","['really', 'loved', 'absolutely', 'worth', 'price']",49,short,4,[],['price'],True
77,P77_REV_015,shubham mavi,5.0,Terrific purchase,"Display and build: It has a 6.2-inch LTPO AMOLED screen (1-120 Hz) with high peak brightness and good colour reproduction. For example, in tests it reached ~1416 nits measured in HDR mode.",Gurgaon Division,27 days ago,0,Yes,2025-10-30 04:25:15.126258,2,[],"['ltpo', 'amoled', 'nits']",terrific purchase,display build ha inch lt moved screen high peak brightness good colour reproduction example test reached measured hdr mode,"['terrific', 'purchase']","['display', 'build', 'ha', 'inch', 'lt', 'moved', 'screen', 'high', 'peak', 'brightness', 'good', 'colour', 'reproduction', 'example', 'test', 'reached', 'measured', 'hdr', 'mode']",188,medium,6,['display'],"['display', 'software', 'design']",True
77,P77_REV_013,Hush Hush,5.0,Perfect product!,Nice,Khordha District,27 days ago,0,Yes,2025-10-30 04:25:15.126261,2,[],[],perfect product,nice,"['perfect', 'product']",['nice'],4,short,0,[],[],False
77,P77_REV_014,Abhishek Majumdar,1.0,Don't waste your money,"A phone with the WORST PERFORMANCE in  LOW LIGHT PHOTOGRAPHY in all the 4 cameras in it,  in this price range. In low light, the cameras capture only NOISE not photo.",Madhyamgram,27 days ago,3,Yes,2025-10-30 04:25:15.126264,0,[],[],not waste money,phone worst performance low light photography camera price range low light camera capture noise not photo,"['not', 'waste', 'money']","['phone', 'worst', 'performance', 'low', 'light', 'photography', 'camera', 'price', 'range', 'low', 'light', 'camera', 'capture', 'noise', 'not', 'photo']",166,medium,9,"['camera', 'performance', 'heating']","['heating', 'camera', 'performance', 'price']",True
77,P77_REV_007,Uzair Rais,5.0,Super!,Genuine product with safe delivery thnq flipkart,Moradabad,27 days ago,0,Yes,2025-10-30 04:25:15.126267,2,[],['thnq'],super,genuine product safe delivery flipkart,['super'],"['genuine', 'product', 'safe', 'delivery', 'flipkart']",48,short,6,[],"['software', 'delivery']",True
78,P78_REV_012,Abdul razak Killedar,5.0,Fabulous!,Perfect mobile,Surat,28 days ago,0,Yes,2025-10-29 04:25:15.126270,2,[],[],fabulous,perfect mobile,['fabulous'],"['perfect', 'mobile']",14,short,9,[],[],False
78,P78_REV_016,Aniket Chandre,5.0,Perfect product!,Best compact device,Ahmadnagar District,28 days ago,0,Yes,2025-10-29 04:25:15.126273,2,[],[],perfect product,best compact device,"['perfect', 'product']","['best', 'compact', 'device']",19,short,3,[],['design'],True
78,P78_REV_015,Flipkart Customer,5.0,Fabulous!,"Amazing product, but small battery.",West Godavari District,28 days ago,0,Yes,2025-10-29 04:25:15.126276,2,[],[],fabulous,amazing product small battery,['fabulous'],"['amazing', 'product', 'small', 'battery']",35,short,4,['battery'],['battery'],True
78,P78_REV_007,Anil Arora,5.0,Best in the market!,Nice phone,Ludhiana,28 days ago,0,Yes,2025-10-29 04:25:15.126279,2,[],[],best market,nice phone,"['best', 'market']","['nice', 'phone']",10,short,4,[],[],False
78,P78_REV_010,Ratna Kumar,4.0,Delightful,Superb,Kakinada,28 days ago,0,Yes,2025-10-29 04:25:15.126282,2,[],[],delightful,superb,['delightful'],['superb'],6,short,0,[],[],False
78,P78_REV_011,Vikas Verma,3.0,Decent product,Battery backup is very very bad 😞,Ranchi,28 days ago,0,Yes,2025-10-29 04:25:15.126285,1,[],[],decent product,battery backup bad,"['decent', 'product']","['battery', 'backup', 'bad']",33,short,8,['battery'],['battery'],True
78,P78_REV_013,Flipkart Customer,5.0,Great product,This product is awesome. Thank you flipkart😎😎😎,English Bazar,28 days ago,0,Yes,2025-10-29 04:25:15.126288,2,[],[],great product,product awesome thank flipkart,"['great', 'product']","['product', 'awesome', 'thank', 'flipkart']",46,short,0,[],[],False
78,P78_REV_014,Sneha Rathod,5.0,Terrific purchase,Amezing,Ahmedabad,28 days ago,0,Yes,2025-10-29 04:25:15.126291,2,[],['amezing'],terrific purchase,amazing,"['terrific', 'purchase']",['amazing'],7,short,0,[],[],False
78,P78_REV_008,Vaibhav  Chikhalkar,5.0,Wonderful,"Nice mobile phone,  only battery issue.",Thane,28 days ago,0,Yes,2025-10-29 04:25:15.126294,2,[],[],wonderful,nice mobile phone battery issue,['wonderful'],"['nice', 'mobile', 'phone', 'battery', 'issue']",39,short,7,['battery'],['battery'],True
78,P78_REV_009,A Kumar,5.0,Classy product,Very good,Samalkha,28 days ago,0,Yes,2025-10-29 04:25:15.126297,2,[],[],classy product,good,"['classy', 'product']",['good'],9,short,0,[],[],False
79,P79_REV_012,Irfan Shaikh,5.0,Fabulous!,Great 🫡,Ahmedabad,28 days ago,0,Yes,2025-10-29 04:25:15.126300,2,[],[],fabulous,great,['fabulous'],['great'],7,short,0,[],[],False
79,P79_REV_013,Monodeep Dey,5.0,Must buy!,"Battery and heating is an issue with this but overall, it's a very VFM smartphone..Specially it's design and light weight.",Silchar,28 days ago,0,Yes,2025-10-29 04:25:15.126303,2,[],['vfm'],must buy,battery heating issue overall vfd smartphone specially design light weight,"['must', 'buy']","['battery', 'heating', 'issue', 'overall', 'vfd', 'smartphone', 'specially', 'design', 'light', 'weight']",122,medium,9,"['battery', 'heating']","['heating', 'battery', 'design']",True
79,P79_REV_016,Amrit Phukan,5.0,Excellent,"Performance excellent,  camera excellent, design excellent..",Raha,28 days ago,0,Yes,2025-10-29 04:25:15.126306,2,[],[],excellent,performance excellent camera excellent design excellent,['excellent'],"['performance', 'excellent', 'camera', 'excellent', 'design', 'excellent']",60,medium,0,"['camera', 'performance']","['camera', 'performance', 'design']",True
79,P79_REV_015,Baby  Nigam,5.0,Fabulous!,Good looking,Gurugram,28 days ago,0,Yes,2025-10-29 04:25:15.126318,2,[],[],fabulous,good looking,['fabulous'],"['good', 'looking']",12,short,1,[],[],False
79,P79_REV_010,Animesh Roy,1.0,Horrible,Heating issue,Presidency Division,28 days ago,2,Yes,2025-10-29 04:25:15.126322,0,[],[],horrible,heating issue,['horrible'],"['heating', 'issue']",13,short,9,['heating'],['heating'],True
79,P79_REV_014,Flipkart Customer,4.0,Nice product,Value for money..,Tirupati,28 days ago,0,Yes,2025-10-29 04:25:15.126325,2,[],[],nice product,value money,"['nice', 'product']","['value', 'money']",17,short,6,[],['price'],True
79,P79_REV_009,Varsham Prakash,5.0,Best in the market!,Perfect smartphone by samsung,Lucknow,28 days ago,0,Yes,2025-10-29 04:25:15.126328,2,[],[],best market,perfect smartphone samsung,"['best', 'market']","['perfect', 'smartphone', 'samsung']",29,short,0,[],[],False
79,P79_REV_011,Sreeni  K R,4.0,Worth the money,"I liked the chipset but camera shots are not that much great.stunned by display marvellous,!",Idukki District,28 days ago,0,Yes,2025-10-29 04:25:15.126331,2,[],[],worth money,liked chipset camera shot not much great stunned display marvellous,"['worth', 'money']","['liked', 'chipset', 'camera', 'shot', 'not', 'much', 'great', 'stunned', 'display', 'marvellous']",92,medium,5,"['camera', 'display', 'heating']","['heating', 'camera', 'performance', 'display']",True
79,P79_REV_008,Trishna Rajbongshi,3.0,Decent product,Overall gpod,Goreswar,28 days ago,0,Yes,2025-10-29 04:25:15.126334,1,[],['gpod'],decent product,overall good,"['decent', 'product']","['overall', 'good']",12,short,1,[],[],False
79,P79_REV_007,Gorakh Ashutosh,5.0,Perfect product!,"Super phone, Single hand usable. Love to have in hand.",Barmer,28 days ago,0,Yes,2025-10-29 04:25:15.126336,2,[],[],perfect product,super phone single hand usable love hand,"['perfect', 'product']","['super', 'phone', 'single', 'hand', 'usable', 'love', 'hand']",54,medium,6,[],[],False
80,P80_REV_013,Krishna Kumar,5.0,Terrific purchase,Excellent,Attingal,28 days ago,0,Yes,2025-10-29 04:25:15.126339,2,[],[],terrific purchase,excellent,"['terrific', 'purchase']",['excellent'],9,short,0,[],[],False
80,P80_REV_009,Vikas Sharma,5.0,Classy product,Overall experience is good. I activate power saving mode with 1.5 days back up. SOT 10 to 12 HRSI am a casual user.,Ghaziabad,28 days ago,0,Yes,2025-10-29 04:25:15.126342,2,[],['hrsi'],classy product,overall experience good activate power saving mode day back sot hr casual user,"['classy', 'product']","['overall', 'experience', 'good', 'activate', 'power', 'saving', 'mode', 'day', 'back', 'sot', 'hr', 'casual', 'user']",115,medium,3,[],['battery'],True
80,P80_REV_007,Ratnajit  Kalita,5.0,Worth every penny,"Absolutely loving my new Galaxy S24! The phone feels amazing in hand and I'm so glad I bought it. It's super fast, the Snapdragon 8 Gen3 is incredible, the camera is Stunning, and the screen is too beautiful. I'm really happy with my purchase.",Goalpara District,28 days ago,0,Yes,2025-10-29 04:25:15.126345,2,[],[],worth every penny,absolutely loving new galaxy phone feel amazing hand glad bought super fast snapdragon incredible camera stunning screen beautiful really happy purchase,"['worth', 'every', 'penny']","['absolutely', 'loving', 'new', 'galaxy', 'phone', 'feel', 'amazing', 'hand', 'glad', 'bought', 'super', 'fast', 'snapdragon', 'incredible', 'camera', 'stunning', 'screen', 'beautiful', 'really', 'happy', 'purchase']",243,long,1,"['camera', 'performance', 'display']","['camera', 'display']",True
80,P80_REV_008,Aakash Singh,4.0,Value-for-money,Phone Is Good Battery Life Is Less,Burdwan,28 days ago,0,Yes,2025-10-29 04:25:15.126348,2,[],[],value money,phone good battery life less,"['value', 'money']","['phone', 'good', 'battery', 'life', 'less']",34,short,1,['battery'],['battery'],True
80,P80_REV_016,Akhil Kumar,5.0,Worth every penny,Asum,Moradabad,28 days ago,0,Yes,2025-10-29 04:25:15.126351,2,[],['asum'],worth every penny,sum,"['worth', 'every', 'penny']",['sum'],4,short,0,[],[],False
80,P80_REV_015,Arsh  Chawhan,5.0,Must buy!,"Loved the phone. The feel is premium, well that's because it is a premium phone.  Wanted to own S series phone from a long time, glad that got this in a good deal.",Nagpur,28 days ago,0,Yes,2025-10-29 04:25:15.126354,2,[],[],must buy,loved phone feel premium well premium phone wanted series phone long time glad got good deal,"['must', 'buy']","['loved', 'phone', 'feel', 'premium', 'well', 'premium', 'phone', 'wanted', 'series', 'phone', 'long', 'time', 'glad', 'got', 'good', 'deal']",163,medium,1,[],['design'],True
80,P80_REV_012,Shivam Kumar,5.0,Brilliant,Good,Nehtaur,28 days ago,0,Yes,2025-10-29 04:25:15.126357,2,[],[],brilliant,good,['brilliant'],['good'],4,short,0,[],[],False
80,P80_REV_011,UPENDRA GREWAL,5.0,Terrific purchase,"In search of a classy product you can choose Samsung S24. Those who need a compact, small size or handy phone can choose this one. It's display size is only 6.2 very handy. I really loved this one.",Moradabad,28 days ago,0,Yes,2025-10-29 04:25:15.126360,2,[],[],terrific purchase,search classy product choose samsung need compact small size handy phone choose one display size handy really loved one,"['terrific', 'purchase']","['search', 'classy', 'product', 'choose', 'samsung', 'need', 'compact', 'small', 'size', 'handy', 'phone', 'choose', 'one', 'display', 'size', 'handy', 'really', 'loved', 'one']",197,medium,0,['display'],"['display', 'design']",True
80,P80_REV_010,Abdul Muksith.k,5.0,Best in the market!,"It's mid range flagship phone Has good display and good processor and etc..butDon't compare the camera with the iphones s24 can't never match the quality of iphones if you are looking for good camera choose 15,16,17",Kannur,28 days ago,0,Yes,2025-10-29 04:25:15.126363,2,[],"[""etc..butdon't"", 'iphones', 'iphones']",best market,mid range flagship phone ha good display good processor etc not compare camera phone cannot never match quality phone looking good camera choose,"['best', 'market']","['mid', 'range', 'flagship', 'phone', 'ha', 'good', 'display', 'good', 'processor', 'etc', 'not', 'compare', 'camera', 'phone', 'can', 'not', 'never', 'match', 'quality', 'phone', 'looking', 'good', 'camera', 'choose']",215,long,6,"['camera', 'performance', 'display']","['camera', 'performance', 'display', 'quality']",True
80,P80_REV_014,Ayesha Nk,1.0,Useless product,Heating issue is 10x than my 17k old phn,Visakhapatnam,28 days ago,3,Yes,2025-10-29 04:25:15.126366,0,[],[],useless product,heating issue old phn,"['useless', 'product']","['heating', 'issue', 'old', 'phn']",40,short,9,['heating'],['heating'],True
81,P81_REV_015,Flipkart Customer,5.0,Worth every penny,Good,Varanasi,29 days ago,0,Yes,2025-10-28 04:25:15.126369,2,[],[],worth every penny,good,"['worth', 'every', 'penny']",['good'],4,short,0,[],[],False
81,P81_REV_012,Sanket Gaikwad,3.0,Just okay,Battery backup to low,Konkan Division,29 days ago,0,Yes,2025-10-28 04:25:15.126372,1,[],[],okay,battery backup low,['okay'],"['battery', 'backup', 'low']",21,short,1,['battery'],['battery'],True
81,P81_REV_010,Yogesh Mehra,5.0,Brilliant,Very Good Phone,Amritsar,29 days ago,0,Yes,2025-10-28 04:25:15.126375,2,[],[],brilliant,good phone,['brilliant'],"['good', 'phone']",15,short,9,[],[],False
81,P81_REV_011,jaimin bhatt,5.0,Must buy!,Good silled product received with mention as per same specifications overall good worth it buySnapdragon processor work amazing,Vadodara,29 days ago,0,Yes,2025-10-28 04:25:15.126378,2,[],['silled'],must buy,good killed product received mention per specification overall good worth buysnapdragon processor work amazing,"['must', 'buy']","['good', 'killed', 'product', 'received', 'mention', 'per', 'specification', 'overall', 'good', 'worth', 'buysnapdragon', 'processor', 'work', 'amazing']",127,medium,1,[],"['performance', 'delivery']",True
81,P81_REV_008,Flipkart Customer,5.0,Just wow!,Best upgrade from a Samsung a50s worth the price buttery smooth cameras,Mira Bhayandar,28 days ago,0,Yes,2025-10-29 04:25:15.126381,2,[],['buttery'],wow,best upgrade samsung worth price battery smooth camera,['wow'],"['best', 'upgrade', 'samsung', 'worth', 'price', 'battery', 'smooth', 'camera']",71,medium,8,"['camera', 'battery', 'performance']","['camera', 'battery', 'performance', 'price']",True
81,P81_REV_009,Suraj Shaw,5.0,Terrific purchase,good product,Asansol,28 days ago,0,Yes,2025-10-29 04:25:15.126383,2,[],[],terrific purchase,good product,"['terrific', 'purchase']","['good', 'product']",12,short,7,[],[],False
81,P81_REV_013,Flipkart Customer,5.0,Fabulous!,"A little bit heating issue, rest all great as per specs and price.",Saharanpur Division,29 days ago,0,Yes,2025-10-28 04:25:15.126386,2,[],[],fabulous,little bit heating issue rest great per spec price,['fabulous'],"['little', 'bit', 'heating', 'issue', 'rest', 'great', 'per', 'spec', 'price']",66,medium,3,['heating'],"['heating', 'price']",True
81,P81_REV_014,Nikita Gupta,5.0,Perfect product!,Using the phone since it launched .amazing unique compact piece. Battery is bit not up to the mark but it's good enough,Indore,29 days ago,0,Yes,2025-10-28 04:25:15.126390,2,[],[],perfect product,using phone since launched amazing unique compact piece battery bit not mark good enough,"['perfect', 'product']","['using', 'phone', 'since', 'launched', 'amazing', 'unique', 'compact', 'piece', 'battery', 'bit', 'not', 'mark', 'good', 'enough']",119,medium,1,['battery'],"['battery', 'design']",True
81,P81_REV_007,Flipkart Customer,5.0,Classy product,Fabbb onee!!!  Gud camera,Adilabad,28 days ago,0,Yes,2025-10-29 04:25:15.126393,2,[],"['fabbb', 'onee!!!', 'gud']",classy product,fbb one gun camera,"['classy', 'product']","['fbb', 'one', 'gun', 'camera']",25,short,0,['camera'],['camera'],True
81,P81_REV_016,Neeraj Lagwankar,5.0,Perfect product!,"Excellent quality display, camera and overall build",Pune,29 days ago,0,Yes,2025-10-28 04:25:15.126411,2,[],[],perfect product,excellent quality display camera overall build,"['perfect', 'product']","['excellent', 'quality', 'display', 'camera', 'overall', 'build']",51,medium,8,"['camera', 'display']","['camera', 'display', 'software', 'design', 'quality']",True
82,P82_REV_016,anand H S,5.0,Best in the market!,Extra worth for money,Ramanagara,29 days ago,0,Yes,2025-10-28 04:25:15.126415,2,[],[],best market,extra worth money,"['best', 'market']","['extra', 'worth', 'money']",21,short,8,[],[],False
82,P82_REV_013,Jitin Shiwani,5.0,Perfect product!,Good device.,Jodhpur,29 days ago,0,Yes,2025-10-28 04:25:15.126418,2,[],[],perfect product,good device,"['perfect', 'product']","['good', 'device']",12,short,9,[],[],False
82,P82_REV_012,Miraj Ahamed,5.0,Simply awesome,"Every think is excelent , battery perfomance is   not bad its also good perfomance",Malda Division,29 days ago,0,Yes,2025-10-28 04:25:15.126421,2,[],"['excelent', 'perfomance', 'perfomance']",simply awesome,every think excellent battery performance not bad also good performance,"['simply', 'awesome']","['every', 'think', 'excellent', 'battery', 'performance', 'not', 'bad', 'also', 'good', 'performance']",82,medium,9,"['battery', 'performance']","['battery', 'performance']",True
82,P82_REV_011,Pinkalkumar  Doshi,4.0,Wonderful,Go,Ankleshwar,29 days ago,0,Yes,2025-10-28 04:25:15.126424,2,[],[],wonderful,,['wonderful'],[],2,short,0,[],[],False
82,P82_REV_010,Flipkart Customer,5.0,Great product,So good value for money,Pathanamthitta District,29 days ago,0,Yes,2025-10-28 04:25:15.126427,2,[],[],great product,good value money,"['great', 'product']","['good', 'value', 'money']",23,short,2,[],['price'],True
82,P82_REV_009,Sweta Chaudhary,4.0,Wonderful,Great luxurious looks lacks headphone jack and sd card slot,Kharagpur,29 days ago,0,Yes,2025-10-28 04:25:15.126430,2,[],['headphone'],wonderful,great luxurious look lack headphone jack card slot,['wonderful'],"['great', 'luxurious', 'look', 'lack', 'headphone', 'jack', 'card', 'slot']",59,medium,6,[],[],False
82,P82_REV_008,Karmachand Yadav,3.0,Fair,"Overvall performance is good but battery drain very fast and too much heating problem, just in normal use, no gaming no extensive use then also mobile heat a lot.",Varanasi,29 days ago,0,Yes,2025-10-28 04:25:15.126433,1,[],['overvall'],fair,overall performance good battery drain fast much heating problem normal use no gaming no extensive use also mobile heat lot,['fair'],"['overall', 'performance', 'good', 'battery', 'drain', 'fast', 'much', 'heating', 'problem', 'normal', 'use', 'no', 'gaming', 'no', 'extensive', 'use', 'also', 'mobile', 'heat', 'lot']",162,medium,3,"['battery', 'performance', 'heating']","['heating', 'battery', 'performance']",True
